Score
13.17604
9.428978
12.03107
7.729329
14.26474
17.03242
13.45377
9.793865
7.193551
15.64818
6.085539
12.56608
10.81125
13.14918
12.90422
10.81179
10.99318
10.91933
14.80661
10.93395
14.09235
7.642333
27.18409
8.143393
6.693604
10.55282
8.835224
9.170345
14.94365
9.566082
13.42776
8.5726
11.79744
5.498643
17.31469
14.76305
13.66864
10.73603
24.78824
6.857734
11.13803
5.876324
7.120495
12.35969
10.90611
10.48742
6.711365
13.13584
11.78291
9.243934
9.503583
13.74993
10.19347
8.976457
6.366406
12.1422
13.39951
15.67004
7.091402
11.76186
7.020825
7.17272
15.20546
10.30352
13.49673
15.0096
8.400538
10.74315
13.70792
13.39219
9.623392
12.6706
8.856345
8.287691
8.713397
10.07148
16.95585
11.22584
15.0084
9.69579
9.319662
12.01103
10.01143
13.06537
7.760669
10.67392
9.42754
9.49182
13.02331
10.25368
11.04103
11.31083
11.4713
11.30741
12.96086
8.234258
13.53094
13.69919
12.47888
14.21584
9.238052
12.71364
12.50129
10.65159
12.888
11.91264
12.41189
14.56512
5.869938
9.332519
6.841143
10.40969
5.80662
11.33752
10.96563
15.1541
8.543638
14.94949
11.67707
10.93226
16.57448
11.4075
10.32233
12.54663
11.25903
8.104017
15.92579
14.39319
11.76849
13.60409
16.27878
12.31534
9.930991
8.744355
9.488534
11.15701
11.42771
12.59024
11.62737
11.60939
9.857711
9.821118
12.27691
11.21707
9.374572
13.57545
14.37192
14.24526
8.479636
11.60687
7.137816
9.476281
12.37279
11.72307
8.938306
8.45228
9.345825
12.66492
12.86051
14.14426
12.18027
9.867853
11.62589
12.33043
10.96887
9.522407
9.680237
7.082079
9.062402
11.88088
7.754176
9.305358
8.914055
11.92149
8.900222
10.12459
9.173787
9.470769
10.41353
14.50271
17.97906
10.40846
10.23913
11.86692
12.52683
14.67511
8.877009
4.640207
11.27033
14.33536
10.27112
19.95959
5.435338
17.65684
12.04483
8.707897
12.07402
8.166782
13.65164
12.63534
7.287059
10.16477
9.125196
9.020902
10.32768
10.00105
10.87439
10.50466
10.03868
11.85906
7.893092
11.49538
13.78266
13.79137
14.45074
14.49256
14.49478
7.344033
15.50113
6.657232
12.96202
11.85481
12.00393
6.534162
12.32793
11.2555
9.647151
10.69106
14.30855
9.564158
14.998
10.50833
7.580016
16.59837
10.08532
8.483862
16.00845
10.03721
18.34569
17.18572
14.16517
16.05112
9.933751
11.02867
9.387436
12.51687
11.03445
12.50031
11.85653
7.759181
9.748496
10.06961
8.473228
11.89765
9.564614
10.31274
14.06505
10.14288
14.68203
14.29327
11.44855
7.742053
15.65241
9.19006
8.825554
9.780456
6.203519
12.95896
5.256344
13.31894
13.34343
6.059489
12.79569
13.75073
8.062948
13.50029
7.132687
9.654033
16.05141
11.49852
8.268781
11.90928
11.682
19.96733
15.29794
10.44384
6.067032
13.31632
13.64719
10.07579
14.55513
18.58934
14.59475
17.01945
6.474833
8.499913
8.874753
13.58958
11.94255
11.24932
16.44039
10.86002
15.82554
13.1168
12.28497
14.90268
14.92128
12.87946
14.04091
8.885699
15.1344
14.94505
14.04827
13.1298
8.836186
9.437338
17.22366
8.568683
11.3276
9.990605
8.745173
10.3423
14.77646
9.011876
22.28851
11.26087
12.21802
11.76748
11.52258
12.07178
12.76809
12.273
5.618274
6.961548
11.3084
7.09374
10.50004
19.58918
12.38159
4.484519
9.474217
18.72528
18.80907
8.296034
10.78781
15.08036
13.96276
7.126899
13.08012
26.07516
12.3218
10.05819
